sno,age,job,salary,marital,education,housing,loan,,,
7289,36,blue-collar,20000,divorced,secondary,no,no,,,
7290,32,technician,60000,married,secondary,no,no,,,
7291,51,management,100000,married,tertiary,no,no,,,
7292,34,management,100000,married,tertiary,no,no,,,
7293,21,student,4000,single,secondary,no,no,,,
7294,41,technician,60000,divorced,tertiary,yes,no,,,
7295,54,technician,60000,married,secondary,no,no,,,
7296,35,technician,60000,single,tertiary,yes,no,,,
7297,29,management,100000,single,tertiary,no,no,,,
7298,32,management,100000,married,tertiary,no,no,,,
7299,38,services,70000,married,secondary,no,no,,,
7300,48,unemployed,8000,married,secondary,no,no,,,
7301,46,management,100000,married,tertiary,no,no,,,
7302,32,technician,60000,married,secondary,yes,no,,,
7303,49,services,70000,married,primary,yes,no,,,
7304,75,retired,55000,married,unknown,no,no,,,
7305,37,management,100000,married,tertiary,yes,no,,,
7306,37,technician,60000,single,tertiary,no,no,,,
7307,23,student,4000,single,secondary,no,no,,,
7308,58,admin.,50000,married,secondary,no,no,,,
7309,45,management,100000,married,tertiary,yes,no,,,
7310,47,unemployed,8000,single,tertiary,no,no,,,
7311,30,unemployed,8000,single,secondary,no,no,,,
7312,30,admin.,50000,single,tertiary,yes,no,,,
7313,25,services,70000,single,secondary,no,no,,,
7314,23,student,4000,single,secondary,no,no,,,
7315,34,management,100000,married,tertiary,yes,no,,,
7316,27,management,100000,single,tertiary,yes,no,,,
7317,28,student,4000,single,tertiary,no,no,,,
7318,65,retired,55000,married,secondary,no,no,,,
7319,77,retired,55000,married,primary,no,no,,,
7320,61,self-employed,60000,divorced,tertiary,no,no,,,
7321,27,blue-collar,20000,single,secondary,no,no,,,
7322,34,management,100000,single,tertiary,no,no,,,
7323,28,admin.,50000,married,tertiary,yes,yes,,,
7324,50,admin.,50000,married,secondary,no,no,,,
7325,58,management,100000,married,tertiary,no,no,,,
7326,52,technician,60000,married,secondary,yes,no,,,
7327,26,technician,60000,single,tertiary,no,no,,,
7328,59,management,100000,married,tertiary,no,no,,,
7329,64,retired,55000,married,secondary,no,no,,,
7330,38,admin.,50000,divorced,secondary,yes,yes,,,
7331,48,admin.,50000,married,secondary,no,no,,,
7332,28,technician,60000,single,secondary,yes,no,,,
7333,35,management,100000,single,tertiary,no,no,,,
7334,66,retired,55000,married,secondary,no,yes,,,
7335,25,self-employed,60000,single,unknown,no,no,,,
7336,33,management,100000,married,tertiary,no,no,,,
7337,52,services,70000,married,secondary,no,yes,,,
7338,26,admin.,50000,single,tertiary,yes,yes,,,
7339,36,unemployed,8000,married,secondary,yes,no,,,
7340,38,management,100000,single,tertiary,yes,no,,,
7341,59,self-employed,60000,married,tertiary,no,no,,,
7342,53,technician,60000,married,secondary,no,no,,,
7343,47,blue-collar,20000,married,secondary,yes,no,,,
7344,48,management,100000,married,tertiary,no,yes,,,
7345,56,retired,55000,married,primary,no,no,,,
7346,22,student,4000,single,unknown,no,no,,,
7347,82,retired,55000,married,secondary,no,no,,,
7348,27,blue-collar,20000,single,primary,no,no,,,
7349,60,retired,55000,divorced,secondary,no,no,,,
7350,44,blue-collar,20000,married,primary,yes,no,,,
7351,53,management,100000,married,tertiary,no,no,,,
7352,27,student,4000,single,tertiary,no,no,,,
7353,57,retired,55000,married,secondary,no,no,,,
7354,59,unemployed,8000,divorced,secondary,no,no,,,
7355,39,management,100000,single,tertiary,no,no,,,
7356,27,unknown,0,single,unknown,no,no,,,
7357,39,admin.,50000,divorced,tertiary,no,no,,,
7358,64,retired,55000,married,secondary,no,no,,,
7359,55,retired,55000,divorced,secondary,no,no,,,
7360,57,blue-collar,20000,married,secondary,no,no,,,
7361,51,management,100000,single,unknown,no,no,,,
7362,37,blue-collar,20000,married,secondary,no,no,,,
7363,33,unemployed,8000,single,tertiary,no,no,,,
7364,60,management,100000,married,secondary,no,no,,,
7365,33,unemployed,8000,single,primary,no,no,,,
7366,35,management,100000,married,tertiary,no,no,,,
7367,26,management,100000,single,tertiary,no,no,,,
7368,30,technician,60000,single,secondary,no,no,,,
7369,23,student,4000,single,secondary,no,no,,,
7370,80,housemaid,16000,married,primary,no,no,,,
7371,29,student,4000,single,secondary,no,no,,,
7372,47,admin.,50000,married,secondary,no,no,,,
7373,72,retired,55000,divorced,tertiary,no,no,,,
7374,45,management,100000,single,tertiary,no,no,,,
7375,35,housemaid,16000,married,tertiary,no,no,,,
7376,37,unemployed,8000,married,tertiary,no,no,,,
7377,29,self-employed,60000,single,tertiary,no,no,,,
7378,40,management,100000,single,tertiary,yes,no,,,
7379,33,management,100000,single,tertiary,yes,no,,,
7380,32,technician,60000,single,secondary,no,yes,,,
7381,35,management,100000,single,tertiary,no,no,,,
7382,32,management,100000,married,tertiary,yes,yes,,,
7383,40,blue-collar,20000,single,primary,no,no,,,
7384,79,retired,55000,divorced,primary,no,no,,,
7385,48,unemployed,8000,married,tertiary,yes,no,,,
7386,43,self-employed,60000,married,tertiary,no,no,,,
7387,54,technician,60000,married,secondary,no,no,,,
7388,40,technician,60000,married,secondary,no,no,,,
7389,20,student,4000,single,secondary,no,no,,,
7390,48,housemaid,16000,married,tertiary,no,no,,,
7391,38,blue-collar,20000,single,secondary,yes,no,,,
7392,53,admin.,50000,married,tertiary,yes,no,,,
7393,60,admin.,50000,married,secondary,no,no,,,
7394,34,technician,60000,married,tertiary,no,no,,,
7395,70,retired,55000,married,primary,no,no,,,
7396,78,retired,55000,divorced,secondary,no,no,,,
7397,61,management,100000,married,tertiary,yes,no,,,
7398,52,admin.,50000,single,unknown,no,no,,,
7399,61,self-employed,60000,divorced,tertiary,no,no,,,
7400,52,technician,60000,married,secondary,yes,yes,,,
7401,58,management,100000,married,tertiary,no,no,,,
7402,25,student,4000,single,secondary,no,no,,,
7403,77,retired,55000,married,primary,no,no,,,
7404,46,admin.,50000,married,unknown,no,no,,,
7405,64,retired,55000,married,primary,no,no,,,
7406,37,management,100000,married,tertiary,no,no,,,
7407,33,services,70000,single,secondary,no,no,,,
7408,25,services,70000,single,secondary,no,no,,,
7409,71,entrepreneur,120000,married,tertiary,no,no,,,
7410,63,retired,55000,married,unknown,no,no,,,
7411,27,services,70000,single,secondary,yes,no,,,
7412,33,technician,60000,married,tertiary,no,no,,,
7413,56,management,100000,married,unknown,no,no,,,
7414,63,technician,60000,married,secondary,no,no,,,
7415,59,technician,60000,married,secondary,yes,no,,,
7416,22,student,4000,single,secondary,no,no,,,
7417,30,student,4000,single,secondary,no,no,,,
7418,66,management,100000,married,unknown,yes,no,,,
7419,70,management,100000,married,secondary,no,no,,,
7420,36,management,100000,single,tertiary,no,no,,,
7421,74,retired,55000,married,primary,no,no,,,
7422,27,technician,60000,married,secondary,no,yes,,,
7423,24,student,4000,single,secondary,no,no,,,
7424,52,technician,60000,married,secondary,no,no,,,
7425,71,retired,55000,divorced,secondary,no,no,,,
7426,33,management,100000,married,tertiary,no,no,,,
7427,56,technician,60000,married,secondary,no,yes,,,
7428,47,admin.,50000,married,unknown,no,no,,,
7429,34,self-employed,60000,married,secondary,no,no,,,
7430,37,management,100000,married,tertiary,no,no,,,
7431,30,management,100000,single,tertiary,no,no,,,
7432,28,student,4000,single,secondary,no,no,,,
7433,27,blue-collar,20000,single,secondary,no,no,,,
7434,73,retired,55000,married,unknown,no,no,,,
7435,48,technician,60000,married,secondary,no,yes,,,
7436,67,retired,55000,married,primary,no,no,,,
7437,60,housemaid,16000,married,primary,no,no,,,
7438,57,unemployed,8000,divorced,secondary,yes,no,,,
7439,38,technician,60000,single,secondary,no,no,,,
7440,65,unemployed,8000,married,secondary,no,no,,,
7441,59,management,100000,married,tertiary,no,no,,,
7442,37,management,100000,married,tertiary,no,no,,,
7443,28,blue-collar,20000,single,secondary,yes,no,,,
7444,29,admin.,50000,single,tertiary,no,yes,,,
7445,27,technician,60000,single,tertiary,no,no,,,
7446,49,admin.,50000,single,tertiary,yes,no,,,
7447,31,admin.,50000,single,tertiary,no,no,,,
7448,38,services,70000,single,secondary,no,no,,,
7449,36,technician,60000,single,secondary,no,no,,,
7450,28,technician,60000,single,secondary,yes,no,,,
7451,51,technician,60000,married,tertiary,no,no,,,
7452,26,services,70000,single,secondary,yes,no,,,
7453,56,retired,55000,married,primary,no,no,,,
7454,37,management,100000,single,tertiary,yes,no,,,
7455,47,technician,60000,married,primary,no,no,,,
7456,60,retired,55000,divorced,tertiary,no,no,,,
7457,42,technician,60000,married,secondary,yes,no,,,
7458,27,student,4000,single,tertiary,no,no,,,
7459,40,unemployed,8000,single,tertiary,no,no,,,
7460,25,student,4000,single,secondary,no,no,,,
7461,90,retired,55000,divorced,primary,no,no,,,
7462,29,student,4000,single,unknown,no,no,,,
7463,29,technician,60000,single,tertiary,yes,no,,,
7464,68,retired,55000,married,secondary,no,no,,,
7465,38,admin.,50000,married,secondary,no,no,,,
7466,34,admin.,50000,married,secondary,no,no,,,
7467,23,student,4000,single,secondary,no,no,,,
7468,66,housemaid,16000,divorced,primary,no,no,,,
7469,47,management,100000,married,tertiary,yes,no,,,
7470,63,retired,55000,married,secondary,no,no,,,
7471,32,management,100000,single,tertiary,no,no,,,
7472,34,student,4000,single,unknown,no,no,,,
7473,32,management,100000,married,tertiary,yes,no,,,
7474,42,management,100000,married,tertiary,no,no,,,
7475,39,technician,60000,married,tertiary,no,no,,,
7476,30,management,100000,married,tertiary,no,no,,,
7477,58,housemaid,16000,single,secondary,no,no,,,
7478,26,admin.,50000,single,tertiary,yes,no,,,
7479,63,unknown,0,married,secondary,no,no,,,
7480,73,retired,55000,single,secondary,no,no,,,
7481,70,retired,55000,divorced,secondary,no,no,,,
7482,68,retired,55000,married,tertiary,no,no,,,
7483,26,student,4000,single,secondary,no,no,,,
7484,33,management,100000,married,tertiary,no,no,,,
7485,60,admin.,50000,married,secondary,no,no,,,
7486,25,blue-collar,20000,single,secondary,no,no,,,
7487,64,retired,55000,married,tertiary,no,no,,,
7488,26,student,4000,single,tertiary,no,no,,,
7489,27,admin.,50000,single,secondary,no,yes,,,
7490,68,retired,55000,married,primary,no,no,,,
7491,30,blue-collar,20000,married,primary,yes,no,,,
7492,30,technician,60000,married,tertiary,yes,no,,,
7493,39,services,70000,married,secondary,no,no,,,
7494,54,housemaid,16000,married,tertiary,no,no,,,
7495,40,unemployed,8000,single,secondary,no,no,,,
7496,46,admin.,50000,married,secondary,yes,no,,,
7497,64,retired,55000,married,secondary,no,no,,,
7498,37,management,100000,married,tertiary,no,no,,,
7499,36,services,70000,married,secondary,yes,no,,,
7500,33,management,100000,divorced,tertiary,no,no,,,
7501,34,admin.,50000,married,tertiary,yes,no,,,
7502,32,unemployed,8000,single,primary,no,no,,,
7503,49,self-employed,60000,divorced,tertiary,no,no,,,
7504,51,management,100000,married,tertiary,no,no,,,
7505,83,retired,55000,married,tertiary,no,no,,,
7506,45,student,4000,single,unknown,no,no,,,
7507,31,technician,60000,married,tertiary,yes,no,,,
7508,38,student,4000,single,unknown,no,no,,,
7509,51,admin.,50000,married,tertiary,yes,yes,,,
7510,64,unemployed,8000,divorced,secondary,no,no,,,
7511,59,unemployed,8000,married,secondary,no,no,,,
7512,33,management,100000,single,tertiary,no,no,,,
7513,36,blue-collar,20000,married,unknown,no,no,,,
7514,35,management,100000,married,tertiary,no,no,,,
7515,69,retired,55000,married,unknown,no,no,,,
7516,31,management,100000,single,tertiary,no,no,,,
7517,73,retired,55000,married,primary,no,no,,,
7518,76,retired,55000,divorced,primary,no,no,,,
7519,35,technician,60000,married,secondary,yes,no,,,
7520,28,management,100000,single,tertiary,no,no,,,
7521,34,management,100000,married,tertiary,no,no,,,
7522,33,management,100000,married,tertiary,yes,no,,,
7523,36,services,70000,married,secondary,no,no,,,
7524,44,management,100000,married,unknown,no,no,,,
7525,19,student,4000,single,unknown,no,no,,,
7526,29,management,100000,single,tertiary,yes,no,,,
7527,28,management,100000,single,tertiary,no,no,,,
7528,51,blue-collar,20000,married,primary,no,no,,,
7529,52,unemployed,8000,married,secondary,no,no,,,
7530,61,retired,55000,married,secondary,yes,yes,,,
7531,51,admin.,50000,divorced,tertiary,yes,no,,,
7532,29,admin.,50000,single,secondary,no,no,,,
7533,70,retired,55000,married,unknown,no,no,,,
7534,46,management,100000,divorced,tertiary,no,no,,,
7535,71,retired,55000,married,primary,no,no,,,
7536,39,management,100000,married,tertiary,no,no,,,
7537,58,management,100000,married,tertiary,no,no,,,
7538,37,management,100000,married,tertiary,no,no,,,
7539,26,admin.,50000,single,tertiary,yes,no,,,
7540,79,retired,55000,married,primary,no,no,,,
7541,37,unemployed,8000,married,secondary,no,no,,,
7542,29,management,100000,single,tertiary,no,no,,,
7543,75,retired,55000,married,primary,no,no,,,
7544,64,retired,55000,married,primary,no,no,,,
7545,54,management,100000,divorced,tertiary,no,no,,,
7546,33,self-employed,60000,married,tertiary,yes,no,,,
7547,27,management,100000,single,tertiary,yes,no,,,
7548,80,retired,55000,married,primary,no,no,,,
7549,46,blue-collar,20000,married,secondary,yes,no,,,
7550,61,admin.,50000,married,secondary,no,no,,,
7551,72,retired,55000,married,secondary,no,yes,,,
7552,36,management,100000,married,tertiary,no,no,,,
7553,40,management,100000,single,tertiary,no,no,,,
7554,41,management,100000,married,tertiary,no,no,,,
7555,33,technician,60000,married,secondary,yes,no,,,
7556,27,student,4000,single,secondary,no,no,,,
7557,77,retired,55000,married,primary,no,no,,,
7558,74,retired,55000,married,tertiary,no,no,,,
7559,30,management,100000,married,tertiary,no,no,,,
7560,25,student,4000,single,unknown,no,no,,,
7561,35,blue-collar,20000,married,secondary,no,no,,,
7562,42,admin.,50000,married,secondary,no,no,,,
7563,82,retired,55000,divorced,primary,no,no,,,
7564,33,admin.,50000,single,secondary,yes,no,,,
7565,67,retired,55000,divorced,primary,no,no,,,
7566,71,retired,55000,married,tertiary,no,no,,,
7567,75,retired,55000,divorced,primary,no,no,,,
7568,41,admin.,50000,divorced,secondary,yes,yes,,,
7569,51,blue-collar,20000,married,primary,no,no,,,
7570,42,management,100000,married,tertiary,no,no,,,
7571,34,blue-collar,20000,divorced,tertiary,no,no,,,
7572,38,housemaid,16000,single,secondary,yes,no,,,
7573,38,management,100000,married,unknown,no,no,,,
7574,60,retired,55000,married,secondary,no,no,,,
7575,47,housemaid,16000,single,tertiary,no,no,,,
7576,60,retired,55000,divorced,secondary,no,no,,,
7577,53,admin.,50000,married,secondary,no,no,,,
7578,61,retired,55000,married,secondary,no,no,,,
7579,51,management,100000,married,tertiary,no,no,,,
7580,29,management,100000,single,tertiary,yes,no,,,
7581,70,retired,55000,married,primary,no,no,,,
7582,86,retired,55000,married,primary,no,no,,,
7583,64,retired,55000,married,primary,no,no,,,
7584,32,management,100000,single,tertiary,no,no,,,
7585,28,admin.,50000,married,secondary,no,no,,,
7586,35,unemployed,8000,single,secondary,no,no,,,
7587,31,student,4000,single,tertiary,no,no,,,
7588,31,student,4000,single,unknown,no,no,,,
7589,22,self-employed,60000,single,tertiary,no,no,,,
7590,54,services,70000,divorced,secondary,no,no,,,
7591,59,retired,55000,married,secondary,no,no,,,
7592,35,admin.,50000,married,secondary,no,no,,,
7593,58,blue-collar,20000,married,primary,no,no,,,
7594,27,technician,60000,single,tertiary,no,no,,,
7595,46,management,100000,divorced,tertiary,no,no,,,
7596,25,blue-collar,20000,single,secondary,no,no,,,
7597,46,management,100000,married,tertiary,yes,no,,,
7598,59,management,100000,married,tertiary,no,no,,,
7599,86,retired,55000,married,secondary,no,no,,,
7600,35,technician,60000,single,secondary,no,no,,,
7601,52,technician,60000,single,secondary,no,yes,,,
7602,22,technician,60000,single,secondary,yes,no,,,
7603,31,management,100000,single,tertiary,no,no,,,
7604,43,management,100000,divorced,tertiary,no,no,,,
7605,35,management,100000,single,tertiary,yes,no,,,
7606,60,admin.,50000,married,secondary,no,no,,,
7607,37,technician,60000,married,secondary,no,no,,,
7608,54,management,100000,married,secondary,no,no,,,
7609,27,management,100000,single,tertiary,no,no,,,
7610,72,retired,55000,married,primary,no,no,,,
7611,42,unemployed,8000,married,secondary,yes,yes,,,
7612,29,self-employed,60000,single,tertiary,no,no,,,
7613,29,self-employed,60000,single,tertiary,no,no,,,
7614,30,student,4000,single,secondary,no,no,,,
7615,28,management,100000,single,tertiary,no,no,,,
7616,43,services,70000,married,secondary,no,no,,,
7617,37,services,70000,married,secondary,no,no,,,
7618,46,management,100000,single,secondary,no,no,,,
7619,62,management,100000,married,tertiary,no,no,,,
7620,20,student,4000,single,unknown,no,no,,,
7621,77,management,100000,married,tertiary,no,no,,,
7622,26,management,100000,single,tertiary,no,no,,,
7623,57,management,100000,married,tertiary,no,no,,,
7624,58,services,70000,married,secondary,no,no,,,
7625,26,student,4000,married,tertiary,no,no,,,
7626,57,housemaid,16000,married,primary,no,no,,,
7627,33,management,100000,single,tertiary,no,no,,,
7628,47,management,100000,single,tertiary,yes,no,,,
7629,60,retired,55000,married,secondary,no,no,,,
7630,39,technician,60000,single,tertiary,no,no,,,
7631,30,management,100000,married,tertiary,yes,no,,,
7632,82,retired,55000,divorced,primary,no,no,,,
7633,59,retired,55000,married,primary,no,no,,,
7634,72,retired,55000,married,primary,no,no,,,
7635,35,admin.,50000,married,tertiary,yes,no,,,
7636,70,management,100000,married,tertiary,no,no,,,
7637,30,self-employed,60000,single,tertiary,no,no,,,
7638,36,admin.,50000,married,tertiary,yes,no,,,
7639,45,technician,60000,married,secondary,yes,yes,,,
7640,31,management,100000,single,tertiary,yes,no,,,
7641,51,admin.,50000,married,secondary,no,no,,,
7642,31,management,100000,single,tertiary,no,no,,,
7643,28,admin.,50000,single,tertiary,no,no,,,
7644,42,technician,60000,married,secondary,no,no,,,
7645,40,admin.,50000,married,secondary,yes,no,,,
7646,57,management,100000,divorced,tertiary,no,no,,,
7647,23,services,70000,single,secondary,no,no,,,
7648,56,housemaid,16000,single,tertiary,no,no,,,
7649,31,management,100000,single,tertiary,no,no,,,
7650,33,admin.,50000,single,tertiary,no,no,,,
7651,44,admin.,50000,divorced,tertiary,yes,no,,,
7652,80,retired,55000,divorced,primary,no,no,,,
7653,47,management,100000,married,tertiary,no,no,,,
7654,27,student,4000,single,secondary,no,no,,,
7655,27,self-employed,60000,single,tertiary,no,no,,,
7656,34,blue-collar,20000,married,primary,yes,no,,,
7657,26,management,100000,single,tertiary,yes,yes,,,
7658,61,management,100000,married,tertiary,yes,yes,,,
7659,50,technician,60000,divorced,secondary,no,no,,,
7660,84,retired,55000,married,secondary,no,no,,,
7661,86,retired,55000,married,primary,no,no,,,
7662,33,technician,60000,single,secondary,no,no,,,
7663,46,management,100000,married,unknown,no,no,,,
7664,26,management,100000,single,tertiary,no,no,,,
7665,45,technician,60000,married,secondary,no,yes,,,
7666,60,blue-collar,20000,married,primary,no,no,,,
7667,47,admin.,50000,married,secondary,yes,no,,,
7668,53,blue-collar,20000,married,secondary,no,no,,,
7669,53,admin.,50000,married,secondary,no,no,,,
7670,54,technician,60000,single,tertiary,no,no,,,
7671,54,technician,60000,married,secondary,yes,no,,,
7672,34,blue-collar,20000,married,secondary,no,no,,,
7673,70,retired,55000,married,tertiary,no,no,,,
7674,44,management,100000,married,secondary,no,no,,,
7675,19,student,4000,single,secondary,no,no,,,
7676,24,student,4000,single,secondary,no,no,,,
7677,49,management,100000,married,tertiary,no,no,,,
7678,39,management,100000,divorced,tertiary,no,no,,,
7679,53,technician,60000,married,tertiary,no,no,,,
7680,50,management,100000,married,tertiary,yes,no,,,
7681,34,admin.,50000,divorced,secondary,no,no,,,
7682,29,management,100000,single,unknown,no,no,,,
7683,30,management,100000,married,tertiary,yes,no,,,
7684,50,blue-collar,20000,married,primary,no,no,,,
7685,30,technician,60000,single,tertiary,no,no,,,
7686,50,unemployed,8000,married,tertiary,no,no,,,
7687,32,management,100000,single,secondary,yes,no,,,
7688,27,student,4000,single,tertiary,yes,no,,,
7689,33,self-employed,60000,single,tertiary,yes,yes,,,
7690,80,retired,55000,married,secondary,no,no,,,
7691,33,management,100000,single,tertiary,yes,no,,,
7692,57,retired,55000,married,unknown,no,no,,,
7693,58,admin.,50000,married,primary,no,no,,,
7694,27,technician,60000,single,tertiary,yes,no,,,
7695,37,admin.,50000,married,secondary,yes,no,,,
7696,55,management,100000,married,tertiary,yes,no,,,
7697,46,entrepreneur,120000,married,tertiary,no,no,,,
7698,78,retired,55000,divorced,primary,no,no,,,
7699,43,technician,60000,divorced,unknown,no,no,,,
7700,34,management,100000,married,tertiary,no,no,,,
7701,36,management,100000,single,tertiary,no,no,,,
7702,36,technician,60000,single,secondary,no,no,,,
7703,69,retired,55000,married,primary,no,no,,,
7704,31,management,100000,single,tertiary,no,no,,,
7705,50,technician,60000,married,tertiary,no,yes,,,
7706,29,technician,60000,single,tertiary,yes,no,,,
7707,73,retired,55000,divorced,secondary,yes,no,,,
7708,33,self-employed,60000,single,tertiary,yes,no,,,
7709,26,management,100000,single,tertiary,no,no,,,
7710,29,management,100000,single,tertiary,no,no,,,
7711,27,admin.,50000,single,secondary,no,no,,,
7712,51,entrepreneur,120000,divorced,tertiary,no,no,,,
7713,71,retired,55000,divorced,secondary,no,no,,,
7714,29,student,4000,married,tertiary,yes,no,,,
7715,25,student,4000,single,tertiary,no,no,,,
7716,62,retired,55000,married,secondary,no,no,,,
7717,33,technician,60000,married,secondary,no,no,,,
7718,35,technician,60000,married,secondary,no,no,,,
7719,29,admin.,50000,single,secondary,no,no,,,
7720,35,blue-collar,20000,single,unknown,no,no,,,
7721,31,admin.,50000,married,secondary,no,no,,,
7722,56,technician,60000,married,secondary,no,no,,,
7723,25,unemployed,8000,single,primary,no,no,,,
7724,80,housemaid,16000,married,secondary,no,no,,,
7725,62,self-employed,60000,divorced,tertiary,yes,no,,,
7726,49,admin.,50000,married,secondary,yes,no,,,
7727,30,management,100000,single,tertiary,no,no,,,
7728,62,management,100000,married,tertiary,no,no,,,
7729,25,blue-collar,20000,single,secondary,yes,no,,,
7730,32,management,100000,single,tertiary,no,no,,,
7731,36,management,100000,single,tertiary,no,no,,,
7732,40,technician,60000,married,tertiary,yes,no,,,
7733,38,management,100000,married,tertiary,no,no,,,
7734,35,technician,60000,single,tertiary,no,no,,,
7735,45,blue-collar,20000,single,primary,no,no,,,
7736,25,blue-collar,20000,single,primary,no,no,,,
7737,36,management,100000,single,unknown,no,no,,,
7738,23,student,4000,single,secondary,no,no,,,
7739,38,technician,60000,married,secondary,no,no,,,
7740,44,services,70000,married,primary,yes,no,,,
7741,70,retired,55000,married,secondary,no,no,,,
7742,35,management,100000,single,tertiary,no,no,,,
7743,35,self-employed,60000,married,tertiary,yes,yes,,,
7744,75,retired,55000,married,secondary,no,no,,,
7745,26,technician,60000,single,tertiary,no,no,,,
7746,51,management,100000,married,tertiary,no,no,,,
7747,59,technician,60000,married,secondary,no,no,,,
7748,30,management,100000,single,tertiary,no,no,,,
7749,36,blue-collar,20000,married,primary,no,no,,,
7750,39,technician,60000,married,secondary,no,yes,,,
7751,24,management,100000,single,tertiary,yes,no,,,
7752,62,retired,55000,married,primary,yes,no,,,
7753,33,student,4000,single,unknown,no,no,,,
7754,22,services,70000,single,secondary,no,no,,,
7755,36,management,100000,married,tertiary,yes,no,,,
7756,35,management,100000,divorced,tertiary,no,no,,,
7757,22,management,100000,single,tertiary,no,yes,,,
7758,31,blue-collar,20000,single,secondary,no,no,,,
7759,21,student,4000,single,secondary,no,no,,,
7760,34,management,100000,married,tertiary,no,no,,,
7761,35,admin.,50000,married,tertiary,no,no,,,
7762,34,technician,60000,single,secondary,no,no,,,
7763,21,student,4000,single,unknown,no,no,,,
7764,57,retired,55000,married,secondary,yes,no,,,
7765,22,student,4000,single,primary,no,no,,,
7766,27,services,70000,single,secondary,no,no,,,
7767,73,retired,55000,married,secondary,no,no,,,
7768,57,management,100000,married,tertiary,yes,no,,,
7769,60,entrepreneur,120000,married,primary,no,no,,,
7770,30,student,4000,single,tertiary,no,no,,,
7771,55,unemployed,8000,divorced,secondary,no,no,,,
7772,36,management,100000,single,tertiary,no,no,,,
7773,38,blue-collar,20000,divorced,secondary,yes,no,,,
7774,39,blue-collar,20000,single,secondary,yes,no,,,
7775,74,retired,55000,married,tertiary,no,no,,,
7776,38,technician,60000,single,secondary,no,no,,,
7777,31,admin.,50000,divorced,secondary,no,no,,,
7778,43,self-employed,60000,married,tertiary,no,no,,,
7779,24,admin.,50000,single,secondary,no,no,,,
7780,30,student,4000,single,secondary,no,no,,,
7781,42,housemaid,16000,divorced,primary,no,no,,,
7782,29,blue-collar,20000,single,tertiary,no,no,,,
7783,25,student,4000,single,unknown,no,no,,,
7784,31,housemaid,16000,single,primary,no,no,,,
7785,52,technician,60000,married,secondary,yes,yes,,,
7786,58,entrepreneur,120000,married,secondary,no,no,,,
7787,51,management,100000,married,secondary,no,no,,,
7788,26,management,100000,single,tertiary,no,no,,,
7789,64,retired,55000,divorced,secondary,no,no,,,
7790,62,technician,60000,married,unknown,no,no,,,
7791,62,management,100000,married,tertiary,no,no,,,
7792,76,retired,55000,divorced,primary,no,no,,,
7793,40,technician,60000,married,tertiary,no,no,,,
7794,76,retired,55000,married,secondary,no,no,,,
7795,31,admin.,50000,single,secondary,no,no,,,
7796,61,retired,55000,married,secondary,no,no,,,
7797,42,self-employed,60000,married,secondary,yes,no,,,
7798,43,technician,60000,single,unknown,no,no,,,
7799,73,retired,55000,married,primary,no,no,,,
7800,41,management,100000,divorced,tertiary,no,no,,,
7801,31,admin.,50000,single,secondary,yes,no,,,
7802,77,management,100000,married,unknown,yes,no,,,
7803,46,admin.,50000,divorced,primary,yes,no,,,
7804,80,retired,55000,divorced,primary,no,no,,,
7805,35,technician,60000,married,secondary,no,no,,,
7806,36,management,100000,married,tertiary,yes,no,,,
7807,31,management,100000,married,tertiary,yes,no,,,
7808,41,technician,60000,single,tertiary,no,no,,,
7809,26,management,100000,single,tertiary,no,no,,,
7810,46,blue-collar,20000,married,secondary,no,no,,,
7811,45,blue-collar,20000,single,secondary,yes,no,,,
7812,60,housemaid,16000,married,primary,no,no,,,
7813,41,admin.,50000,divorced,secondary,no,no,,,
7814,29,management,100000,single,tertiary,no,no,,,
7815,70,retired,55000,married,secondary,no,no,,,
7816,30,technician,60000,single,tertiary,no,no,,,
7817,34,management,100000,married,tertiary,yes,no,,,
7818,35,technician,60000,married,tertiary,yes,yes,,,
7819,26,unemployed,8000,single,tertiary,no,no,,,
7820,32,admin.,50000,single,secondary,yes,no,,,
7821,34,admin.,50000,single,secondary,no,no,,,
7822,77,retired,55000,married,unknown,no,no,,,
7823,63,blue-collar,20000,married,primary,no,no,,,
7824,31,management,100000,single,tertiary,yes,no,,,
7825,68,retired,55000,married,primary,no,no,,,
7826,61,housemaid,16000,married,primary,no,no,,,
7827,37,unemployed,8000,single,secondary,no,no,,,
7828,26,management,100000,single,tertiary,no,no,,,
7829,37,admin.,50000,married,tertiary,yes,yes,,,
7830,54,admin.,50000,married,unknown,no,no,,,
7831,30,admin.,50000,single,secondary,yes,no,,,
7832,61,retired,55000,married,secondary,no,no,,,
7833,37,admin.,50000,married,secondary,yes,yes,,,
7834,70,retired,55000,married,secondary,no,no,,,
7835,69,retired,55000,married,secondary,no,no,,,
7836,76,self-employed,60000,married,unknown,no,no,,,
7837,30,management,100000,single,tertiary,no,no,,,
7838,66,retired,55000,married,primary,no,no,,,
7839,64,retired,55000,married,secondary,no,no,,,
7840,55,housemaid,16000,married,secondary,yes,no,,,
7841,55,technician,60000,married,tertiary,no,no,,,
7842,32,admin.,50000,married,tertiary,yes,no,,,
7843,56,management,100000,single,tertiary,no,no,,,
7844,39,management,100000,single,tertiary,no,no,,,
7845,29,management,100000,single,tertiary,no,no,,,
7846,41,unemployed,8000,married,tertiary,no,no,,,
7847,79,retired,55000,divorced,primary,no,no,,,
