Job,Age,Salary,Marital,Education,Housing,Loan,Age_Bucket,,,,,,Response
technician,28,60000,single,secondary,yes,no,2,,,,,,yes
management,35,100000,single,tertiary,no,no,3,,,,,,yes
retired,66,55000,married,secondary,no,yes,6,,,,,,yes
services,52,70000,married,secondary,no,yes,5,,,,,,yes
admin.,26,50000,single,tertiary,yes,yes,2,,,,,,yes
management,38,100000,single,tertiary,yes,no,3,,,,,,yes
self-employed,59,60000,married,tertiary,no,no,5,,,,,,yes
blue-collar,47,20000,married,secondary,yes,no,4,,,,,,yes
management,48,100000,married,tertiary,no,yes,4,,,,,,yes
student,22,4000,single,unknown,no,no,2,,,,,,yes
retired,82,55000,married,secondary,no,no,8,,,,,,yes
blue-collar,27,20000,single,primary,no,no,2,,,,,,yes
retired,60,55000,divorced,secondary,no,no,6,,,,,,yes
management,53,100000,married,tertiary,no,no,5,,,,,,yes
management,39,100000,single,tertiary,no,no,3,,,,,,yes
unknown,27,0,single,unknown,no,no,2,,,,,,yes
retired,55,55000,divorced,secondary,no,no,5,,,,,,yes
management,35,100000,married,tertiary,no,no,3,,,,,,yes
student,23,4000,single,secondary,no,no,2,,,,,,yes
housemaid,80,16000,married,primary,no,no,8,,,,,,yes
student,29,4000,single,secondary,no,no,2,,,,,,yes
admin.,47,50000,married,secondary,no,no,4,,,,,,yes
retired,72,55000,divorced,tertiary,no,no,7,,,,,,yes
management,45,100000,single,tertiary,no,no,4,,,,,,yes
unemployed,37,8000,married,tertiary,no,no,3,,,,,,yes
self-employed,29,60000,single,tertiary,no,no,2,,,,,,yes
management,40,100000,single,tertiary,yes,no,4,,,,,,yes
technician,32,60000,single,secondary,no,yes,3,,,,,,yes
management,32,100000,married,tertiary,yes,yes,3,,,,,,yes
student,20,4000,single,secondary,no,no,2,,,,,,yes
housemaid,48,16000,married,tertiary,no,no,4,,,,,,yes
admin.,60,50000,married,secondary,no,no,6,,,,,,yes
retired,70,55000,married,primary,no,no,7,,,,,,yes
retired,78,55000,divorced,secondary,no,no,7,,,,,,yes
admin.,52,50000,single,unknown,no,no,5,,,,,,yes
self-employed,61,60000,divorced,tertiary,no,no,6,,,,,,yes
management,37,100000,married,tertiary,no,no,3,,,,,,yes
services,27,70000,single,secondary,yes,no,2,,,,,,yes
management,56,100000,married,unknown,no,no,5,,,,,,yes
technician,63,60000,married,secondary,no,no,6,,,,,,yes
technician,59,60000,married,secondary,yes,no,5,,,,,,yes
student,22,4000,single,secondary,no,no,2,,,,,,yes
student,30,4000,single,secondary,no,no,3,,,,,,yes
management,66,100000,married,unknown,yes,no,6,,,,,,yes
retired,74,55000,married,primary,no,no,7,,,,,,yes
technician,52,60000,married,secondary,no,no,5,,,,,,yes
retired,71,55000,divorced,secondary,no,no,7,,,,,,yes
management,33,100000,married,tertiary,no,no,3,,,,,,yes
technician,56,60000,married,secondary,no,yes,5,,,,,,yes
management,30,100000,single,tertiary,no,no,3,,,,,,yes
retired,73,55000,married,unknown,no,no,7,,,,,,yes
unemployed,65,8000,married,secondary,no,no,6,,,,,,yes
management,59,100000,married,tertiary,no,no,5,,,,,,yes
management,37,100000,married,tertiary,no,no,3,,,,,,yes
blue-collar,28,20000,single,secondary,yes,no,2,,,,,,yes
technician,27,60000,single,tertiary,no,no,2,,,,,,yes
admin.,49,50000,single,tertiary,yes,no,4,,,,,,yes
services,38,70000,single,secondary,no,no,3,,,,,,yes
technician,28,60000,single,secondary,yes,no,2,,,,,,yes
technician,51,60000,married,tertiary,no,no,5,,,,,,yes
retired,56,55000,married,primary,no,no,5,,,,,,yes
management,37,100000,single,tertiary,yes,no,3,,,,,,yes
technician,47,60000,married,primary,no,no,4,,,,,,yes
retired,60,55000,divorced,tertiary,no,no,6,,,,,,yes
technician,42,60000,married,secondary,yes,no,4,,,,,,yes
student,27,4000,single,tertiary,no,no,2,,,,,,yes
unemployed,40,8000,single,tertiary,no,no,4,,,,,,yes
student,25,4000,single,secondary,no,no,2,,,,,,yes
retired,90,55000,divorced,primary,no,no,9,,,,,,yes
student,29,4000,single,unknown,no,no,2,,,,,,yes
technician,29,60000,single,tertiary,yes,no,2,,,,,,yes
retired,68,55000,married,secondary,no,no,6,,,,,,yes
admin.,38,50000,married,secondary,no,no,3,,,,,,yes
housemaid,66,16000,divorced,primary,no,no,6,,,,,,yes
retired,63,55000,married,secondary,no,no,6,,,,,,yes
management,32,100000,single,tertiary,no,no,3,,,,,,yes
management,32,100000,married,tertiary,yes,no,3,,,,,,yes
management,42,100000,married,tertiary,no,no,4,,,,,,yes
admin.,26,50000,single,tertiary,yes,no,2,,,,,,yes
retired,73,55000,single,secondary,no,no,7,,,,,,yes
student,26,4000,single,secondary,no,no,2,,,,,,yes
admin.,60,50000,married,secondary,no,no,6,,,,,,yes
blue-collar,25,20000,single,secondary,no,no,2,,,,,,yes
retired,64,55000,married,tertiary,no,no,6,,,,,,yes
student,26,4000,single,tertiary,no,no,2,,,,,,yes
retired,68,55000,married,primary,no,no,6,,,,,,yes
services,39,70000,married,secondary,no,no,3,,,,,,yes
housemaid,54,16000,married,tertiary,no,no,5,,,,,,yes
unemployed,40,8000,single,secondary,no,no,4,,,,,,yes
management,37,100000,married,tertiary,no,no,3,,,,,,yes
services,36,70000,married,secondary,yes,no,3,,,,,,yes
management,33,100000,divorced,tertiary,no,no,3,,,,,,yes
retired,83,55000,married,tertiary,no,no,8,,,,,,yes
student,45,4000,single,unknown,no,no,4,,,,,,yes
technician,31,60000,married,tertiary,yes,no,3,,,,,,yes
admin.,51,50000,married,tertiary,yes,yes,5,,,,,,yes
unemployed,64,8000,divorced,secondary,no,no,6,,,,,,yes
unemployed,59,8000,married,secondary,no,no,5,,,,,,yes
management,33,100000,single,tertiary,no,no,3,,,,,,yes
management,35,100000,married,tertiary,no,no,3,,,,,,yes
retired,69,55000,married,unknown,no,no,6,,,,,,yes
management,31,100000,single,tertiary,no,no,3,,,,,,yes
retired,73,55000,married,primary,no,no,7,,,,,,yes
retired,76,55000,divorced,primary,no,no,7,,,,,,yes
technician,35,60000,married,secondary,yes,no,3,,,,,,yes
management,28,100000,single,tertiary,no,no,2,,,,,,yes
management,34,100000,married,tertiary,no,no,3,,,,,,yes
management,33,100000,married,tertiary,yes,no,3,,,,,,yes
services,36,70000,married,secondary,no,no,3,,,,,,yes
management,44,100000,married,unknown,no,no,4,,,,,,yes
student,19,4000,single,unknown,no,no,1,,,,,,yes
management,28,100000,single,tertiary,no,no,2,,,,,,yes
blue-collar,51,20000,married,primary,no,no,5,,,,,,yes
unemployed,52,8000,married,secondary,no,no,5,,,,,,yes
retired,61,55000,married,secondary,yes,yes,6,,,,,,yes
management,39,100000,married,tertiary,no,no,3,,,,,,yes
unemployed,37,8000,married,secondary,no,no,3,,,,,,yes
retired,80,55000,married,primary,no,no,8,,,,,,yes
blue-collar,46,20000,married,secondary,yes,no,4,,,,,,yes
admin.,61,50000,married,secondary,no,no,6,,,,,,yes
retired,72,55000,married,secondary,no,yes,7,,,,,,yes
management,36,100000,married,tertiary,no,no,3,,,,,,yes
retired,77,55000,married,primary,no,no,7,,,,,,yes
retired,74,55000,married,tertiary,no,no,7,,,,,,yes
blue-collar,35,20000,married,secondary,no,no,3,,,,,,yes
retired,82,55000,divorced,primary,no,no,8,,,,,,yes
retired,67,55000,divorced,primary,no,no,6,,,,,,yes
retired,71,55000,married,tertiary,no,no,7,,,,,,yes
admin.,41,50000,divorced,secondary,yes,yes,4,,,,,,yes
housemaid,38,16000,single,secondary,yes,no,3,,,,,,yes
management,38,100000,married,unknown,no,no,3,,,,,,yes
retired,60,55000,married,secondary,no,no,6,,,,,,yes
retired,60,55000,divorced,secondary,no,no,6,,,,,,yes
admin.,53,50000,married,secondary,no,no,5,,,,,,yes
management,29,100000,single,tertiary,yes,no,2,,,,,,yes
retired,64,55000,married,primary,no,no,6,,,,,,yes
unemployed,35,8000,single,secondary,no,no,3,,,,,,yes
self-employed,22,60000,single,tertiary,no,no,2,,,,,,yes
services,54,70000,divorced,secondary,no,no,5,,,,,,yes
admin.,35,50000,married,secondary,no,no,3,,,,,,yes
management,46,100000,divorced,tertiary,no,no,4,,,,,,yes
blue-collar,25,20000,single,secondary,no,no,2,,,,,,yes
management,46,100000,married,tertiary,yes,no,4,,,,,,yes
management,59,100000,married,tertiary,no,no,5,,,,,,yes
technician,35,60000,single,secondary,no,no,3,,,,,,yes
technician,52,60000,single,secondary,no,yes,5,,,,,,yes
technician,22,60000,single,secondary,yes,no,2,,,,,,yes
management,31,100000,single,tertiary,no,no,3,,,,,,yes
management,43,100000,divorced,tertiary,no,no,4,,,,,,yes
management,35,100000,single,tertiary,yes,no,3,,,,,,yes
admin.,60,50000,married,secondary,no,no,6,,,,,,yes
management,54,100000,married,secondary,no,no,5,,,,,,yes
retired,72,55000,married,primary,no,no,7,,,,,,yes
self-employed,29,60000,single,tertiary,no,no,2,,,,,,yes
self-employed,29,60000,single,tertiary,no,no,2,,,,,,yes
student,30,4000,single,secondary,no,no,3,,,,,,yes
management,28,100000,single,tertiary,no,no,2,,,,,,yes
services,43,70000,married,secondary,no,no,4,,,,,,yes
services,37,70000,married,secondary,no,no,3,,,,,,yes
management,62,100000,married,tertiary,no,no,6,,,,,,yes
management,57,100000,married,tertiary,no,no,5,,,,,,yes
management,33,100000,single,tertiary,no,no,3,,,,,,yes
management,47,100000,single,tertiary,yes,no,4,,,,,,yes
technician,39,60000,single,tertiary,no,no,3,,,,,,yes
self-employed,30,60000,single,tertiary,no,no,3,,,,,,yes
admin.,28,50000,single,tertiary,no,no,2,,,,,,yes
management,57,100000,divorced,tertiary,no,no,5,,,,,,yes
services,23,70000,single,secondary,no,no,2,,,,,,yes
housemaid,56,16000,single,tertiary,no,no,5,,,,,,yes
admin.,33,50000,single,tertiary,no,no,3,,,,,,yes
admin.,44,50000,divorced,tertiary,yes,no,4,,,,,,yes
retired,80,55000,divorced,primary,no,no,8,,,,,,yes
management,47,100000,married,tertiary,no,no,4,,,,,,yes
student,27,4000,single,secondary,no,no,2,,,,,,yes
management,26,100000,single,tertiary,yes,yes,2,,,,,,yes
technician,50,60000,divorced,secondary,no,no,5,,,,,,yes
retired,84,55000,married,secondary,no,no,8,,,,,,yes
retired,86,55000,married,primary,no,no,8,,,,,,yes
management,46,100000,married,unknown,no,no,4,,,,,,yes
technician,45,60000,married,secondary,no,yes,4,,,,,,yes
blue-collar,60,20000,married,primary,no,no,6,,,,,,yes
admin.,47,50000,married,secondary,yes,no,4,,,,,,yes
admin.,53,50000,married,secondary,no,no,5,,,,,,yes
technician,54,60000,single,tertiary,no,no,5,,,,,,yes
technician,54,60000,married,secondary,yes,no,5,,,,,,yes
blue-collar,34,20000,married,secondary,no,no,3,,,,,,yes
student,19,4000,single,secondary,no,no,1,,,,,,yes
student,24,4000,single,secondary,no,no,2,,,,,,yes
management,39,100000,divorced,tertiary,no,no,3,,,,,,yes
technician,53,60000,married,tertiary,no,no,5,,,,,,yes
management,29,100000,single,unknown,no,no,2,,,,,,yes
management,30,100000,married,tertiary,yes,no,3,,,,,,yes
blue-collar,50,20000,married,primary,no,no,5,,,,,,yes
management,32,100000,single,secondary,yes,no,3,,,,,,yes
student,27,4000,single,tertiary,yes,no,2,,,,,,yes
self-employed,33,60000,single,tertiary,yes,yes,3,,,,,,yes
management,33,100000,single,tertiary,yes,no,3,,,,,,yes
retired,57,55000,married,unknown,no,no,5,,,,,,yes
technician,27,60000,single,tertiary,yes,no,2,,,,,,yes
management,55,100000,married,tertiary,yes,no,5,,,,,,yes
retired,78,55000,divorced,primary,no,no,7,,,,,,yes
technician,43,60000,divorced,unknown,no,no,4,,,,,,yes
management,34,100000,married,tertiary,no,no,3,,,,,,yes
management,36,100000,single,tertiary,no,no,3,,,,,,yes
technician,36,60000,single,secondary,no,no,3,,,,,,yes
management,26,100000,single,tertiary,no,no,2,,,,,,yes
technician,35,60000,married,secondary,no,no,3,,,,,,yes
admin.,31,50000,married,secondary,no,no,3,,,,,,yes
unemployed,25,8000,single,primary,no,no,2,,,,,,yes
self-employed,62,60000,divorced,tertiary,yes,no,6,,,,,,yes
admin.,49,50000,married,secondary,yes,no,4,,,,,,yes
management,30,100000,single,tertiary,no,no,3,,,,,,yes
blue-collar,25,20000,single,secondary,yes,no,2,,,,,,yes
management,32,100000,single,tertiary,no,no,3,,,,,,yes
management,36,100000,single,tertiary,no,no,3,,,,,,yes
technician,40,60000,married,tertiary,yes,no,4,,,,,,yes
management,38,100000,married,tertiary,no,no,3,,,,,,yes
technician,35,60000,single,tertiary,no,no,3,,,,,,yes
blue-collar,45,20000,single,primary,no,no,4,,,,,,yes
management,36,100000,single,unknown,no,no,3,,,,,,yes
student,23,4000,single,secondary,no,no,2,,,,,,yes
technician,38,60000,married,secondary,no,no,3,,,,,,yes
services,44,70000,married,primary,yes,no,4,,,,,,yes
management,35,100000,single,tertiary,no,no,3,,,,,,yes
retired,75,55000,married,secondary,no,no,7,,,,,,yes
technician,26,60000,single,tertiary,no,no,2,,,,,,yes
management,51,100000,married,tertiary,no,no,5,,,,,,yes
technician,59,60000,married,secondary,no,no,5,,,,,,yes
management,30,100000,single,tertiary,no,no,3,,,,,,yes
blue-collar,36,20000,married,primary,no,no,3,,,,,,yes
technician,39,60000,married,secondary,no,yes,3,,,,,,yes
management,24,100000,single,tertiary,yes,no,2,,,,,,yes
services,22,70000,single,secondary,no,no,2,,,,,,yes
management,36,100000,married,tertiary,yes,no,3,,,,,,yes
management,22,100000,single,tertiary,no,yes,2,,,,,,yes
management,34,100000,married,tertiary,no,no,3,,,,,,yes
student,22,4000,single,primary,no,no,2,,,,,,yes
services,27,70000,single,secondary,no,no,2,,,,,,yes
management,57,100000,married,tertiary,yes,no,5,,,,,,yes
student,30,4000,single,tertiary,no,no,3,,,,,,yes
unemployed,55,8000,divorced,secondary,no,no,5,,,,,,yes
blue-collar,38,20000,divorced,secondary,yes,no,3,,,,,,yes
blue-collar,39,20000,single,secondary,yes,no,3,,,,,,yes
technician,38,60000,single,secondary,no,no,3,,,,,,yes
admin.,24,50000,single,secondary,no,no,2,,,,,,yes
student,30,4000,single,secondary,no,no,3,,,,,,yes
blue-collar,29,20000,single,tertiary,no,no,2,,,,,,yes
student,25,4000,single,unknown,no,no,2,,,,,,yes
housemaid,31,16000,single,primary,no,no,3,,,,,,yes
technician,52,60000,married,secondary,yes,yes,5,,,,,,yes
entrepreneur,58,120000,married,secondary,no,no,5,,,,,,yes
management,26,100000,single,tertiary,no,no,2,,,,,,yes
management,62,100000,married,tertiary,no,no,6,,,,,,yes
technician,40,60000,married,tertiary,no,no,4,,,,,,yes
retired,76,55000,married,secondary,no,no,7,,,,,,yes
admin.,31,50000,single,secondary,no,no,3,,,,,,yes
self-employed,42,60000,married,secondary,yes,no,4,,,,,,yes
technician,43,60000,single,unknown,no,no,4,,,,,,yes
retired,73,55000,married,primary,no,no,7,,,,,,yes
management,41,100000,divorced,tertiary,no,no,4,,,,,,yes
management,77,100000,married,unknown,yes,no,7,,,,,,yes
admin.,46,50000,divorced,primary,yes,no,4,,,,,,yes
technician,35,60000,married,secondary,no,no,3,,,,,,yes
management,31,100000,married,tertiary,yes,no,3,,,,,,yes
management,26,100000,single,tertiary,no,no,2,,,,,,yes
blue-collar,45,20000,single,secondary,yes,no,4,,,,,,yes
management,29,100000,single,tertiary,no,no,2,,,,,,yes
technician,30,60000,single,tertiary,no,no,3,,,,,,yes
unemployed,26,8000,single,tertiary,no,no,2,,,,,,yes
blue-collar,63,20000,married,primary,no,no,6,,,,,,yes
unemployed,37,8000,single,secondary,no,no,3,,,,,,yes
management,26,100000,single,tertiary,no,no,2,,,,,,yes
admin.,54,50000,married,unknown,no,no,5,,,,,,yes
admin.,30,50000,single,secondary,yes,no,3,,,,,,yes
retired,61,55000,married,secondary,no,no,6,,,,,,yes
retired,69,55000,married,secondary,no,no,6,,,,,,yes
self-employed,76,60000,married,unknown,no,no,7,,,,,,yes
management,30,100000,single,tertiary,no,no,3,,,,,,yes
retired,64,55000,married,secondary,no,no,6,,,,,,yes
housemaid,55,16000,married,secondary,yes,no,5,,,,,,yes
technician,55,60000,married,tertiary,no,no,5,,,,,,yes
admin.,32,50000,married,tertiary,yes,no,3,,,,,,yes
management,39,100000,single,tertiary,no,no,3,,,,,,yes
management,29,100000,single,tertiary,no,no,2,,,,,,yes
unemployed,41,8000,married,tertiary,no,no,4,,,,,,yes
management,59,100000,married,tertiary,yes,no,5,,,,,,yes
retired,63,55000,married,primary,no,no,6,,,,,,yes
admin.,45,50000,married,secondary,no,no,4,,,,,,yes
technician,32,60000,single,tertiary,no,no,3,,,,,,yes
management,33,100000,single,tertiary,yes,no,3,,,,,,yes
self-employed,41,60000,married,tertiary,yes,no,4,,,,,,yes
student,25,4000,single,secondary,no,no,2,,,,,,yes
management,37,100000,married,secondary,no,no,3,,,,,,yes
student,19,4000,single,secondary,no,no,1,,,,,,yes
retired,61,55000,divorced,secondary,no,no,6,,,,,,yes
unemployed,40,8000,single,tertiary,no,no,4,,,,,,yes
management,30,100000,married,tertiary,no,no,3,,,,,,yes
services,37,70000,married,secondary,no,no,3,,,,,,yes
technician,54,60000,married,tertiary,no,no,5,,,,,,yes
admin.,49,50000,married,secondary,no,no,4,,,,,,yes
admin.,45,50000,married,secondary,no,no,4,,,,,,yes
blue-collar,48,20000,married,secondary,yes,no,4,,,,,,yes
blue-collar,60,20000,married,primary,no,no,6,,,,,,yes
unemployed,34,8000,single,secondary,no,no,3,,,,,,yes
housemaid,29,16000,single,tertiary,no,no,2,,,,,,yes
retired,77,55000,married,tertiary,no,no,7,,,,,,yes
services,33,70000,married,secondary,no,no,3,,,,,,yes
unemployed,35,8000,single,tertiary,no,no,3,,,,,,yes
management,64,100000,married,unknown,no,no,6,,,,,,yes
retired,80,55000,married,primary,no,no,8,,,,,,yes
technician,26,60000,single,tertiary,no,no,2,,,,,,yes
admin.,33,50000,married,tertiary,yes,no,3,,,,,,yes
technician,41,60000,single,tertiary,yes,no,4,,,,,,yes
management,28,100000,single,tertiary,no,no,2,,,,,,yes
retired,74,55000,married,secondary,no,no,7,,,,,,yes
student,29,4000,single,unknown,no,no,2,,,,,,yes
retired,72,55000,married,primary,no,no,7,,,,,,yes
student,18,4000,single,unknown,no,no,1,,,,,,yes
blue-collar,46,20000,married,secondary,yes,no,4,,,,,,yes
technician,37,60000,married,tertiary,no,no,3,,,,,,yes
retired,67,55000,divorced,secondary,no,no,6,,,,,,yes
admin.,36,50000,single,tertiary,no,no,3,,,,,,yes
management,37,100000,married,tertiary,no,no,3,,,,,,yes
technician,32,60000,married,secondary,no,yes,3,,,,,,yes
technician,51,60000,married,tertiary,no,no,5,,,,,,yes
unknown,77,0,married,unknown,no,no,7,,,,,,yes
management,35,100000,married,tertiary,no,no,3,,,,,,yes
management,53,100000,married,tertiary,no,no,5,,,,,,yes
management,46,100000,married,tertiary,yes,no,4,,,,,,yes
services,44,70000,single,secondary,no,no,4,,,,,,yes
retired,78,55000,divorced,secondary,no,no,7,,,,,,yes
management,42,100000,married,tertiary,no,no,4,,,,,,yes
services,34,70000,married,secondary,no,no,3,,,,,,yes
technician,34,60000,married,secondary,no,no,3,,,,,,yes
management,66,100000,married,secondary,no,no,6,,,,,,yes
management,54,100000,married,tertiary,no,no,5,,,,,,yes
blue-collar,31,20000,married,secondary,no,no,3,,,,,,yes
services,33,70000,married,secondary,no,no,3,,,,,,yes
student,19,4000,single,primary,no,no,1,,,,,,yes
technician,24,60000,single,secondary,no,no,2,,,,,,yes
student,23,4000,single,unknown,no,no,2,,,,,,yes
self-employed,29,60000,single,tertiary,no,no,2,,,,,,yes
admin.,28,50000,single,secondary,no,no,2,,,,,,yes
management,31,100000,single,tertiary,no,no,3,,,,,,yes
technician,34,60000,single,tertiary,yes,no,3,,,,,,yes
blue-collar,54,20000,divorced,primary,no,no,5,,,,,,yes
unemployed,32,8000,single,secondary,yes,no,3,,,,,,yes
unknown,54,0,married,secondary,no,no,5,,,,,,yes
retired,77,55000,married,primary,no,no,7,,,,,,yes
admin.,40,50000,married,secondary,yes,no,4,,,,,,yes
retired,63,55000,divorced,tertiary,no,no,6,,,,,,yes
management,37,100000,married,tertiary,yes,no,3,,,,,,yes
blue-collar,48,20000,married,secondary,yes,no,4,,,,,,yes
blue-collar,27,20000,single,secondary,no,no,2,,,,,,yes
technician,28,60000,single,secondary,no,no,2,,,,,,yes
management,35,100000,married,tertiary,no,no,3,,,,,,yes
management,29,100000,single,tertiary,no,no,2,,,,,,yes
retired,68,55000,married,secondary,no,no,6,,,,,,yes
blue-collar,53,20000,single,secondary,no,no,5,,,,,,yes
technician,37,60000,single,tertiary,no,no,3,,,,,,yes
admin.,58,50000,married,secondary,no,no,5,,,,,,yes
management,37,100000,married,tertiary,yes,no,3,,,,,,yes
admin.,37,50000,married,tertiary,no,no,3,,,,,,yes
admin.,34,50000,married,secondary,no,no,3,,,,,,yes
admin.,50,50000,married,secondary,yes,no,5,,,,,,yes
management,56,100000,married,primary,no,no,5,,,,,,yes
retired,57,55000,married,primary,no,no,5,,,,,,yes
unemployed,29,8000,single,primary,no,no,2,,,,,,yes
retired,75,55000,married,tertiary,no,no,7,,,,,,yes
management,24,100000,single,tertiary,no,no,2,,,,,,yes
management,46,100000,married,tertiary,no,no,4,,,,,,yes
blue-collar,56,20000,married,secondary,yes,yes,5,,,,,,yes
retired,72,55000,married,secondary,no,no,7,,,,,,yes
student,27,4000,single,tertiary,no,no,2,,,,,,yes
management,52,100000,married,tertiary,no,no,5,,,,,,yes
management,38,100000,married,tertiary,no,no,3,,,,,,yes
management,33,100000,single,tertiary,no,no,3,,,,,,yes
admin.,53,50000,married,secondary,yes,no,5,,,,,,yes
retired,64,55000,married,secondary,no,no,6,,,,,,yes
retired,84,55000,divorced,primary,no,no,8,,,,,,yes
retired,62,55000,married,secondary,no,no,6,,,,,,yes
admin.,41,50000,married,tertiary,yes,no,4,,,,,,yes
admin.,29,50000,single,secondary,yes,no,2,,,,,,yes
technician,53,60000,married,secondary,yes,no,5,,,,,,yes
technician,30,60000,single,secondary,no,no,3,,,,,,yes
retired,58,55000,married,secondary,no,no,5,,,,,,yes
technician,35,60000,single,tertiary,no,no,3,,,,,,yes
management,37,100000,married,tertiary,no,no,3,,,,,,yes
retired,78,55000,married,unknown,no,no,7,,,,,,yes
blue-collar,47,20000,married,secondary,yes,no,4,,,,,,yes
technician,61,60000,married,secondary,no,no,6,,,,,,yes
admin.,47,50000,married,secondary,no,no,4,,,,,,yes
self-employed,46,60000,married,secondary,no,no,4,,,,,,yes
management,51,100000,married,tertiary,no,no,5,,,,,,yes
unemployed,31,8000,single,secondary,no,no,3,,,,,,yes
unemployed,24,8000,single,secondary,no,no,2,,,,,,yes
student,21,4000,single,secondary,no,no,2,,,,,,yes
retired,71,55000,married,primary,no,no,7,,,,,,yes
admin.,52,50000,single,secondary,yes,no,5,,,,,,yes
technician,27,60000,single,tertiary,yes,no,2,,,,,,yes
student,25,4000,single,secondary,no,no,2,,,,,,yes
services,33,70000,single,secondary,yes,no,3,,,,,,yes
technician,60,60000,married,secondary,no,no,6,,,,,,yes
student,28,4000,single,secondary,no,no,2,,,,,,yes
admin.,30,50000,single,secondary,yes,no,3,,,,,,yes
unemployed,29,8000,single,tertiary,no,no,2,,,,,,yes
management,52,100000,married,tertiary,no,no,5,,,,,,yes
management,59,100000,married,primary,no,no,5,,,,,,yes
technician,38,60000,married,secondary,no,no,3,,,,,,yes
management,56,100000,married,tertiary,yes,no,5,,,,,,yes
services,33,70000,single,secondary,no,no,3,,,,,,yes
technician,31,60000,single,secondary,no,no,3,,,,,,yes
technician,40,60000,married,secondary,no,no,4,,,,,,yes
technician,28,60000,married,secondary,no,no,2,,,,,,yes
management,66,100000,married,unknown,yes,no,6,,,,,,yes
blue-collar,27,20000,single,tertiary,no,no,2,,,,,,yes
admin.,32,50000,single,secondary,no,no,3,,,,,,yes
retired,67,55000,married,primary,no,no,6,,,,,,yes
unemployed,39,8000,divorced,secondary,yes,no,3,,,,,,yes
housemaid,46,16000,married,secondary,no,no,4,,,,,,yes
retired,54,55000,married,secondary,no,no,5,,,,,,yes
student,23,4000,single,tertiary,no,no,2,,,,,,yes
services,47,70000,divorced,unknown,no,no,4,,,,,,yes
services,28,70000,single,tertiary,no,no,2,,,,,,yes
technician,45,60000,married,secondary,no,no,4,,,,,,yes
blue-collar,63,20000,married,secondary,no,no,6,,,,,,yes
unemployed,60,8000,married,secondary,no,no,6,,,,,,yes
blue-collar,29,20000,single,tertiary,no,no,2,,,,,,yes
management,29,100000,married,tertiary,no,no,2,,,,,,yes
student,23,4000,single,secondary,no,no,2,,,,,,yes
services,33,70000,single,unknown,yes,no,3,,,,,,yes
housemaid,48,16000,married,secondary,no,no,4,,,,,,yes
student,26,4000,single,secondary,no,no,2,,,,,,yes
technician,26,60000,single,tertiary,no,no,2,,,,,,yes
admin.,55,50000,married,secondary,no,no,5,,,,,,yes
admin.,30,50000,married,secondary,no,no,3,,,,,,yes
technician,36,60000,married,secondary,no,no,3,,,,,,yes
admin.,33,50000,single,tertiary,yes,no,3,,,,,,yes
blue-collar,28,20000,single,secondary,yes,no,2,,,,,,yes
services,28,70000,single,secondary,no,no,2,,,,,,yes
management,31,100000,single,tertiary,no,no,3,,,,,,yes
management,28,100000,single,tertiary,yes,no,2,,,,,,yes
admin.,49,50000,single,tertiary,yes,no,4,,,,,,yes
blue-collar,27,20000,single,tertiary,no,no,2,,,,,,yes
admin.,28,50000,married,secondary,no,no,2,,,,,,yes
admin.,37,50000,divorced,tertiary,no,no,3,,,,,,yes
admin.,65,50000,married,secondary,no,no,6,,,,,,yes
technician,30,60000,single,secondary,no,no,3,,,,,,yes
management,51,100000,married,tertiary,no,no,5,,,,,,yes
admin.,38,50000,married,secondary,yes,no,3,,,,,,yes
technician,36,60000,divorced,secondary,yes,no,3,,,,,,yes
management,35,100000,single,tertiary,yes,no,3,,,,,,yes
retired,63,55000,divorced,secondary,no,no,6,,,,,,yes
retired,63,55000,married,primary,no,no,6,,,,,,yes
management,34,100000,married,tertiary,no,no,3,,,,,,yes
services,36,70000,married,secondary,no,no,3,,,,,,yes
management,31,100000,married,tertiary,no,no,3,,,,,,yes
management,28,100000,single,tertiary,no,no,2,,,,,,yes
retired,80,55000,married,secondary,no,no,8,,,,,,yes
blue-collar,39,20000,married,secondary,no,no,3,,,,,,yes
management,31,100000,single,tertiary,no,no,3,,,,,,yes
services,39,70000,married,secondary,no,no,3,,,,,,yes
blue-collar,30,20000,single,secondary,no,no,3,,,,,,yes
retired,67,55000,married,unknown,no,no,6,,,,,,yes
blue-collar,29,20000,single,secondary,no,no,2,,,,,,yes
management,36,100000,married,tertiary,no,no,3,,,,,,yes
student,24,4000,single,unknown,no,no,2,,,,,,yes
technician,30,60000,single,secondary,no,no,3,,,,,,yes
student,21,4000,single,unknown,no,no,2,,,,,,yes
admin.,27,50000,single,unknown,no,no,2,,,,,,yes
admin.,56,50000,married,secondary,no,no,5,,,,,,yes
admin.,66,50000,married,secondary,no,no,6,,,,,,yes
retired,71,55000,divorced,primary,no,no,7,,,,,,yes
services,26,70000,single,tertiary,no,no,2,,,,,,yes
retired,62,55000,married,primary,no,no,6,,,,,,yes
self-employed,32,60000,single,tertiary,yes,no,3,,,,,,yes
retired,68,55000,divorced,primary,no,no,6,,,,,,yes
admin.,37,50000,married,tertiary,no,no,3,,,,,,yes
management,27,100000,single,tertiary,no,no,2,,,,,,yes
technician,45,60000,single,tertiary,no,no,4,,,,,,yes
retired,64,55000,married,secondary,no,no,6,,,,,,yes
management,28,100000,single,tertiary,no,no,2,,,,,,yes
student,38,4000,divorced,tertiary,no,no,3,,,,,,yes
